project_code,snapshot_month,sector_name,line_ministry,original_cost_crore,expenditure_crore,days_to_original_deadline,original_deadline_passed,expenditure_to_original_cost_pct,will_schedule_slip_next_3_months
706759,2025-08,Railways,Ministry of Railways,2374,1402.95,-273.0,1,59.096461668070766,0
706763,2025-08,Railways,Ministry of Railways,1081,787.69,426.0,0,72.8667900092507,0
706775,2025-08,Telecommunication,Department of Telecommunications,61109,41486.1,-731.0,1,67.88869070022419,0
706776,2025-08,Railways,Ministry of Railways,4830,2764.13,365.0,0,57.22836438923395,0
706777,2025-08,Railways,Ministry of Railways,2298,393.0,487.0,0,17.10182767624021,0
706779,2025-08,Railways,Ministry of Railways,8087,7364.0,-4171.0,1,91.05972548534686,0
706780,2025-08,Railways,Ministry of Railways,33690,2303.4,852.0,0,6.837043633125557,0
706781,2025-08,Railways,Ministry of Railways,10947,5152.7,-1249.0,1,47.069516762583355,0
706811,2025-08,Steel,Ministry of Steel,2907,3038.85,-793.0,1,104.53560371517028,0
706835,2025-08,Railways,Ministry of Railways,1591,0.75,852.0,0,0.04714016341923319,0
706837,2025-08,Railways,Ministry of Railways,349,90.64,821.0,0,25.971346704871063,0
706844,2025-08,Railways,Ministry of Railways,942,356.0,730.0,0,37.79193205944799,0
706854,2025-08,Railways,Ministry of Railways,1376,218.0,1764.0,0,15.843023255813954,0
706860,2025-08,Railways,Ministry of Railways,645,0.77,-30.0,1,0.11937984496124031,0
706866,2025-08,Railways,Ministry of Railways,304,43.07,212.0,0,14.167763157894736,0
706898,2025-08,Railways,Ministry of Railways,268,0.0,-1614.0,1,0.0,0
706922,2025-08,Railways,Ministry of Railways,890,391.73,-1823.0,1,44.01460674157304,0
706940,2025-08,Railways,Ministry of Railways,184,0.0,-457.0,1,0.0,0
706942,2025-08,Railways,Ministry of Railways,238,0.0,-457.0,1,0.0,0
706950,2025-08,Railways,Ministry of Railways,744,969.05,-884.0,1,130.2486559139785,0
707215,2025-08,"Tourism, Hospitality & Wellness","Ministry of Ports, Shipping and Waterways",573,496.63,-518.0,1,86.6719022687609,0
707229,2025-08,Real Estate,Ministry of Housing & Urban Affairs,210,,-823.0,1,,0
707267,2025-08,Waste & Water,Ministry of Housing & Urban Affairs,200,100.0,-793.0,1,50.0,0
708662,2025-08,Healthcare,"Ministry of Ports, Shipping and Waterways",693,58.0,303.0,0,8.369408369408369,0
709747,2025-08,Electricity Generation,Ministry of Power,339,317.59,122.0,0,93.68436578171091,0
709748,2025-08,Electricity Generation,Ministry of Power,5492,4805.16,-514.0,1,87.49380917698471,0
709749,2025-08,Telecommunication,Department of Telecommunications,461,166.02,-1535.0,1,36.01301518438178,0
709750,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,205,38.14,21.0,0,18.60487804878049,0
709752,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,160,80.29,-427.0,1,50.18125,0
709753,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,1010,645.07,69.0,0,63.86831683168317,1
709754,2025-08,Energy Storage,Ministry of Petroleum & Natural Gas,156,54.15,672.0,0,34.71153846153846,0
709755,2025-08,Energy Storage,Ministry of Petroleum & Natural Gas,384,120.4,672.0,0,31.354166666666668,0
709757,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,1377,331.74,1764.0,0,24.091503267973856,0
709758,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,2628,335.96,1764.0,0,12.783866057838662,0
709759,2025-08,Energy Storage,Ministry of Petroleum & Natural Gas,461,116.48,462.0,0,25.266811279826467,0
709760,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,240,34.42,231.0,0,14.341666666666667,0
709761,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,193,0.43,696.0,0,0.22279792746113988,0
709766,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,1420,165.65,1673.0,0,11.665492957746478,0
709770,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,151,8.73,2952.0,0,5.781456953642385,0
709771,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,865,69.15,2221.0,0,7.994219653179191,0
709772,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,609,56.35,2129.0,0,9.252873563218392,0
709773,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,538,3.72,2404.0,0,0.6914498141263941,0
709774,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,463,271.16,122.0,0,58.565874730021605,1
709776,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,277,185.18,395.0,0,66.85198555956678,0
709777,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,389,50.48,-123.0,1,12.976863753213367,0
709778,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,328,151.53,-23.0,1,46.198170731707314,0
709779,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,768,107.72,189.0,0,14.026041666666666,1
709780,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,341,282.95,365.0,0,82.97653958944281,0
709781,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,260,1.11,668.0,0,0.426923076923077,0
709782,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,165,90.75,-10.0,1,55.00000000000001,0
709783,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,165,130.6,-793.0,1,79.15151515151516,0
709785,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,202,52.42,161.0,0,25.95049504950495,0
709786,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,228,9.12,821.0,0,3.9999999999999996,0
709789,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,405,205.63,-31.0,1,50.77283950617284,1
709790,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,622,193.19,212.0,0,31.05948553054662,0
709791,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,1017,184.13,1673.0,0,18.105211406096362,0
709792,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,3638,407.18,1673.0,0,11.192413413963717,0
709793,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,3919,400.92,1764.0,0,10.230160755294719,0
709794,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,3207,339.57,1764.0,0,10.588400374181479,0
709795,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,16654,558.33,1764.0,0,3.3525279212201275,0
709796,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,3685,226.87,1673.0,0,6.156580732700136,0
709797,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,2585,612.7,273.0,0,23.702127659574472,0
709798,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,43367,1855.5,1004.0,0,4.2785989346738305,0
709799,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,4460,265.89,791.0,0,5.9616591928251115,0
709800,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,394,104.55,212.0,0,26.535532994923855,0
709808,2025-08,Railways,Ministry of Railways,955,130.42,730.0,0,13.656544502617798,0
709811,2025-08,Railways,Ministry of Railways,190,,760.0,0,,0
709812,2025-08,Railways,Ministry of Railways,462,75.0,1764.0,0,16.233766233766232,0
709813,2025-08,Railways,Ministry of Railways,437,43.0,791.0,0,9.839816933638444,0
709814,2025-08,Railways,Ministry of Railways,170,,487.0,0,,0
709815,2025-08,Railways,Ministry of Railways,177,,518.0,0,,0
709816,2025-08,Railways,Ministry of Railways,177,1.16,546.0,0,0.655367231638418,0
709817,2025-08,Railways,Ministry of Railways,169,14.42,456.0,0,8.532544378698224,0
709818,2025-08,Railways,Ministry of Railways,328,50.58,518.0,0,15.420731707317072,0
709819,2025-08,Railways,Ministry of Railways,168,,487.0,0,,0
709826,2025-08,Steel,Ministry of Steel,2719,1341.08,153.0,0,49.322545053328426,0
709827,2025-08,Steel,Ministry of Steel,350,282.52,122.0,0,80.72,0
709829,2025-08,Metals & Mining,Ministry of Mines,1022,0.0,-153.0,1,0.0,0
709830,2025-08,Metals & Mining,Ministry of Mines,355,0.0,456.0,0,0.0,0
709831,2025-08,Metals & Mining,Ministry of Mines,483,402.67,-92.0,1,83.36853002070393,0
709832,2025-08,Metals & Mining,Ministry of Mines,166,135.0,-153.0,1,81.32530120481928,0
709837,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,209,68.88,-457.0,1,32.95693779904306,1
709838,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,621,137.71,-274.0,1,22.175523349436393,1
709839,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,4144,3894.53,61.0,0,93.97997104247105,0
709840,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,249,209.45,-202.0,1,84.11646586345381,0
709841,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,173,147.02,-44.0,1,84.98265895953759,0
709842,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,1487,927.5,577.0,0,62.373907195696034,0
709845,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,837,219.13,365.0,0,26.180406212664277,0
709846,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,1219,744.81,-473.0,1,61.10008203445446,1
709847,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,345,211.05,239.0,0,61.173913043478265,0
709848,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,2329,820.24,261.0,0,35.218548733361956,0
709849,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,2380,1675.65,181.0,0,70.40546218487395,1
709850,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,199,36.8,258.0,0,18.492462311557787,0
709851,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,6184,474.0,607.0,0,7.664941785252263,0
709856,2025-08,Telecommunication,Department of Telecommunications,645,364.34,-365.0,1,56.48682170542635,1
709857,2025-08,Telecommunication,Department of Telecommunications,24545,8391.17,-71.0,1,34.18688123854145,0
709858,2025-08,Telecommunication,Department of Telecommunications,811,741.9,-16.0,1,91.47965474722565,1
709859,2025-08,Telecommunication,Department of Telecommunications,248,236.91,-2022.0,1,95.52822580645162,0
709864,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,370,253.17,-410.0,1,68.42432432432433,1
709865,2025-08,Oil & Gas,Ministry of Petroleum & Natural Gas,294,97.22,-243.0,1,33.06802721088435,1
900808,2025-08,Transmission & Distribution,Ministry of Power,3547,3192.25,-274.0,1,89.99859035804906,1
400005,2025-09,Transmission & Distribution,Ministry of Power,4546,4210.29,-841.0,1,92.61526616805983,1
400010,2025-09,Aviation & Aviation Infrastructure,Ministry of Civil Aviation,480,456.22,-1477.0,1,95.04583333333333,1
400012,2025-09,Energy Storage,Ministry of Petroleum & Natural Gas,10088,7979.86,-1370.0,1,79.10249801744646,1
400013,2025-09,Telecommunication,Department of Telecommunications,26316,9791.8,-467.0,1,37.20854233166134,0
400018,2025-09,Coal,Ministry of Coal,859,451.61,1278.0,0,52.573923166472646,0
400019,2025-09,Railways,Ministry of Railways,493,256.28,457.0,0,51.983772819472605,0
400022,2025-09,Railways,Ministry of Railways,2798,1931.66,1765.0,0,69.03716940671909,0
400033,2025-09,Coal,Ministry of Coal,581,69.77,913.0,0,12.008605851979345,0
400035,2025-09,Energy Storage,Ministry of Petroleum & Natural Gas,656,483.9,0.0,0,73.76524390243902,0
400043,2025-09,Energy Storage,Ministry of Petroleum & Natural Gas,829,320.63,243.0,0,38.6767189384801,0
400045,2025-09,Railways,Ministry of Railways,168,69.85,-183.0,1,41.57738095238095,0
400062,2025-09,Electricity Generation,Ministry of Power,17673,1372.17,1369.0,0,7.764216601595655,0
400065,2025-09,Steel,Ministry of Steel,1105,769.08,-138.0,1,69.60000000000001,0
400073,2025-09,Coal,Ministry of Coal,799,429.42,2374.0,0,53.74468085106383,0
400074,2025-09,Coal,Ministry of Coal,908,269.18,1278.0,0,29.645374449339208,0
400077,2025-09,Energy Storage,Ministry of Petroleum & Natural Gas,827,633.42,-273.0,1,76.5925030229746,0
400078,2025-09,Energy Storage,Ministry of Petroleum & Natural Gas,9028,7186.98,-285.0,1,79.60766504209127,1
400087,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,886,830.89,151.0,0,93.77990970654628,0
400093,2025-09,Water Resources,"Department of Water Resources, River Development & GR",1673,22.24,-2100.0,1,1.3293484757919904,0
400095,2025-09,Water Resources,"Department of Water Resources, River Development & GR",744,252.43,-2100.0,1,33.928763440860216,0
400096,2025-09,Water Resources,"Department of Water Resources, River Development & GR",648,172.56,-2100.0,1,26.62962962962963,0
400097,2025-09,Water Resources,"Department of Water Resources, River Development & GR",5022,4954.99,-2100.0,1,98.66567104739147,0
400100,2025-09,Water Resources,"Department of Water Resources, River Development & GR",353,869.11,-2100.0,1,246.20679886685554,0
400101,2025-09,Water Resources,"Department of Water Resources, River Development & GR",397,619.09,-2100.0,1,155.94206549118388,0
400102,2025-09,Water Resources,"Department of Water Resources, River Development & GR",736,940.7,-2100.0,1,127.8125,0
400103,2025-09,Water Resources,"Department of Water Resources, River Development & GR",1331,4491.08,-2100.0,1,337.42148760330576,0
400104,2025-09,Water Resources,"Department of Water Resources, River Development & GR",571,447.68,-2100.0,1,78.40280210157619,0
400105,2025-09,Water Resources,"Department of Water Resources, River Development & GR",581,713.46,-1188.0,1,122.79862306368332,0
400107,2025-09,Water Resources,"Department of Water Resources, River Development & GR",2408,2559.71,-823.0,1,106.30024916943522,0
400109,2025-09,Water Resources,"Department of Water Resources, River Development & GR",848,690.49,-1918.0,1,81.42570754716981,0
400111,2025-09,Water Resources,"Department of Water Resources, River Development & GR",460,616.93,-2100.0,1,134.11521739130436,0
400112,2025-09,Water Resources,"Department of Water Resources, River Development & GR",7223,8722.81,1004.0,0,120.76436383774055,0
400115,2025-09,Water Resources,"Department of Water Resources, River Development & GR",751,746.19,-2100.0,1,99.35952063914782,0
400116,2025-09,Water Resources,"Department of Water Resources, River Development & GR",1229,1906.5,-2100.0,1,155.12611879576892,0
400119,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,3191,3113.26,-2710.0,1,97.56377311187717,1
400120,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,34012,33238.5,-1918.0,1,97.72580265788545,0
400121,2025-09,Steel,Ministry of Steel,1044,262.34,329.0,0,25.128352490421452,0
400136,2025-09,Coal,Ministry of Coal,2660,,2374.0,0,,0
400138,2025-09,Coal,Ministry of Coal,974,440.56,2374.0,0,45.23203285420945,0
400139,2025-09,Coal,Ministry of Coal,861,455.95,2374.0,0,52.95586527293844,0
400141,2025-09,Metals & Mining,Ministry of Mines,4103,4111.16,-1004.0,1,100.19887886912015,0
400142,2025-09,Coal,Ministry of Coal,2243,1186.18,1096.0,0,52.883637984841734,0
400144,2025-09,Coal,Ministry of Coal,2310,85.77,1278.0,0,3.7129870129870133,0
400145,2025-09,Coal,Ministry of Coal,611,579.82,-1279.0,1,94.89689034369886,1
400148,2025-09,Coal,Ministry of Coal,869,275.35,-1644.0,1,31.68584579976985,0
400149,2025-09,Coal,Ministry of Coal,2310,935.64,1278.0,0,40.5038961038961,0
400150,2025-09,Coal,Ministry of Coal,7254,1548.41,913.0,0,21.345602426247588,0
400151,2025-09,Coal,Ministry of Coal,779,696.05,1278.0,0,89.3517329910141,0
400152,2025-09,Coal,Ministry of Coal,1249,495.4,182.0,0,39.663730984787826,0
400153,2025-09,Coal,Ministry of Coal,1020,83.95,913.0,0,8.230392156862745,0
400154,2025-09,Coal,Ministry of Coal,713,236.58,547.0,0,33.180925666199165,0
400155,2025-09,Coal,Ministry of Coal,2898,179.7,2008.0,0,6.200828157349896,0
400156,2025-09,Coal,Ministry of Coal,5136,1159.17,913.0,0,22.569509345794394,0
400158,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,1165,947.22,-579.0,1,81.30643776824034,0
400160,2025-09,Coal,Ministry of Coal,511,488.67,-3470.0,1,95.63013698630137,0
400161,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,911,1029.0,-608.0,1,112.95279912184412,1
400162,2025-09,Coal,Ministry of Coal,999,468.13,-914.0,1,46.85985985985986,0
400165,2025-09,Coal,Ministry of Coal,1694,1323.54,2397.0,0,78.1310507674144,0
400166,2025-09,Coal,Ministry of Coal,5195,3456.71,1278.0,0,66.53917228103946,0
400167,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,1163,1157.0,182.0,0,99.48409286328462,0
400168,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,8797,6990.28,-175.0,1,79.46208934864158,1
400169,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,631,539.03,-183.0,1,85.42472266244057,1
400171,2025-09,Oil & Gas,Ministry of Petroleum & Natural Gas,1421,1185.85,-955.0,1,83.4517945109078,0
400172,2025-09,Coal,Ministry of Coal,514,229.01,182.0,0,44.554474708171206,1
400173,2025-09,Coal,Ministry of Coal,889,108.25,182.0,0,12.176602924634421,1
400174,2025-09,Steel,Ministry of Steel,1034,885.08,-2891.0,1,85.59767891682786,0
400177,2025-09,Coal,Ministry of Coal,727,538.4,-183.0,1,74.05777166437414,0
400178,2025-09,Coal,Ministry of Coal,823,621.73,547.0,0,75.54434993924666,0
400180,2025-09,Coal,Ministry of Coal,570,81.9,182.0,0,14.36842105263158,1
400181,2025-09,Coal,Ministry of Coal,503,67.68,1278.0,0,13.455268389662029,0
400182,2025-09,Coal,Ministry of Coal,535,5.27,547.0,0,0.9850467289719624,1
400183,2025-09,Coal,Ministry of Coal,3504,774.52,1278.0,0,22.10388127853881,0
400185,2025-09,Coal,Ministry of Coal,8416,1730.11,1643.0,0,20.557390684410645,0
400186,2025-09,Coal,Ministry of Coal,749,52.18,1278.0,0,6.966622162883845,0
400187,2025-09,Coal,Ministry of Coal,2435,1814.65,547.0,0,74.52361396303901,0
400188,2025-09,Real Estate,Ministry of Housing & Urban Affairs,32850,0.0,92.0,0,0.0,0
400192,2025-09,Coal,Ministry of Power,1581,597.5,243.0,0,37.79253636938647,0
400203,2025-09,Railways,Ministry of Coal,1686,350.21,457.0,0,20.77164887307236,0
400204,2025-09,Railways,Ministry of Railways,4940,1239.61,1856.0,0,25.093319838056676,0
400205,2025-09,Railways,Ministry of Railways,1320,473.69,1278.0,0,35.885606060606065,0
400220,2025-09,Railways,Ministry of Railways,3055,2587.28,-2557.0,1,84.69001636661211,0
400223,2025-09,Railways,Ministry of Railways,713,598.38,182.0,0,83.92426367461431,1
400231,2025-09,Electricity Generation,Ministry of Coal,27213,2517.13,1643.0,0,9.249733583213905,0
400232,2025-09,Railways,Ministry of Railways,297,193.22,457.0,0,65.05723905723906,0
400234,2025-09,Railways,Ministry of Railways,8975,4950.0,182.0,0,55.15320334261838,1
400235,2025-09,Energy Storage,Ministry of Petroleum & Natural Gas,677,535.94,-183.0,1,79.16395864106353,0
400247,2025-09,Railways,Ministry of Railways,1000,1034.35,516.0,0,103.43499999999999,0
400253,2025-09,Railways,Ministry of Railways,4803,5722.01,457.0,0,119.13408286487612,0
400254,2025-09,Railways,Ministry of Railways,735,587.39,-273.0,1,79.91700680272109,0
400259,2025-09,Electricity Generation,Ministry of Coal,17238,20510.5,-1769.0,1,118.98422090729784,1
400261,2025-09,Electricity Generation,Ministry of Power,17112,17860.0,-914.0,1,104.37120149602619,1
400271,2025-09,Railways,Ministry of Railways,3445,3002.93,913.0,0,87.16777939042089,0
